Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
ATM_KRAS	BLCA	WithSecondM	1	6	3	8
ATM_KRAS	BLCA	WOSecondM	15	121	22	167
ATM_PSIP1	BLCA	WithSecondM	3	10	2	3
ATM_PSIP1	BLCA	WOSecondM	13	117	23	172
ATM_ERBB2	BLCA	WithSecondM	2	15	6	19
ATM_ERBB2	BLCA	WOSecondM	14	112	19	156
ATM_ARID1A	BLCA	WithSecondM	8	30	5	42
ATM_ARID1A	BLCA	WOSecondM	8	97	20	133
ATM_FOXA1	BLCA	WithSecondM	2	5	1	7
ATM_FOXA1	BLCA	WOSecondM	14	122	24	168
ATM_PTEN	BLCA	WithSecondM	2	4	2	6
ATM_PTEN	BLCA	WOSecondM	14	123	23	169
ATM_FAT1	BLCA	WithSecondM	3	15	9	14
ATM_FAT1	BLCA	WOSecondM	13	112	16	161
ATM_GNA13	BLCA	WithSecondM	2	2	3	4
ATM_GNA13	BLCA	WOSecondM	14	125	22	171
ATM_PIK3CA	BLCA	WithSecondM	6	23	7	37
ATM_PIK3CA	BLCA	WOSecondM	10	104	18	138
ATM_CREBBP	BLCA	WithSecondM	1	14	2	27
ATM_CREBBP	BLCA	WOSecondM	15	113	23	148
SF3B1_FOXQ1	BLCA	WithSecondM	1	6	1	8
SF3B1_FOXQ1	BLCA	WOSecondM	6	109	12	210
SF3B1_SPTAN1	BLCA	WithSecondM	2	8	2	28
SF3B1_SPTAN1	BLCA	WOSecondM	5	107	11	190
SF3B1_CDKN1A	BLCA	WithSecondM	1	14	2	19
SF3B1_CDKN1A	BLCA	WOSecondM	6	101	11	199
SF3B1_ATM	BLCA	WithSecondM	1	14	1	32
SF3B1_ATM	BLCA	WOSecondM	6	101	12	186
SF3B1_ERCC2	BLCA	WithSecondM	2	6	2	18
SF3B1_ERCC2	BLCA	WOSecondM	5	109	11	200
SF3B1_SF1	BLCA	WithSecondM	1	5	1	5
SF3B1_SF1	BLCA	WOSecondM	6	110	12	213
SF3B1_CTNNB1	BLCA	WithSecondM	1	5	2	6
SF3B1_CTNNB1	BLCA	WOSecondM	6	110	11	212
SF3B1_TXNIP	BLCA	WithSecondM	1	6	1	8
SF3B1_TXNIP	BLCA	WOSecondM	6	109	12	210
SF3B1_ELF3	BLCA	WithSecondM	1	13	2	28
SF3B1_ELF3	BLCA	WOSecondM	6	102	11	190
SF3B1_TSC1	BLCA	WithSecondM	1	9	2	18
SF3B1_TSC1	BLCA	WOSecondM	6	106	11	200
SF3B1_KANSL1	BLCA	WithSecondM	2	3	1	15
SF3B1_KANSL1	BLCA	WOSecondM	5	112	12	203
SF3B1_TP53	BLCA	WithSecondM	3	70	5	88
SF3B1_TP53	BLCA	WOSecondM	4	45	8	130
SF3B1_NFE2L2	BLCA	WithSecondM	1	3	3	17
SF3B1_NFE2L2	BLCA	WOSecondM	6	112	10	201
SF3B1_ASXL2	BLCA	WithSecondM	1	9	3	16
SF3B1_ASXL2	BLCA	WOSecondM	6	106	10	202
SF3B1_NRAS	BLCA	WithSecondM	2	3	1	6
SF3B1_NRAS	BLCA	WOSecondM	5	112	12	212
SF3B1_RB1	BLCA	WithSecondM	1	27	1	39
SF3B1_RB1	BLCA	WOSecondM	6	88	12	179
SF3B1_KLF5	BLCA	WithSecondM	1	4	1	14
SF3B1_KLF5	BLCA	WOSecondM	6	111	12	204
SF3B1_RBM10	BLCA	WithSecondM	1	4	1	8
SF3B1_RBM10	BLCA	WOSecondM	6	111	12	210
SF3B1_KDM6A	BLCA	WithSecondM	2	27	3	56
SF3B1_KDM6A	BLCA	WOSecondM	5	88	10	162
SF3B1_CUL1	BLCA	WithSecondM	2	5	2	8
SF3B1_CUL1	BLCA	WOSecondM	5	110	11	210
SF3B1_FBXW7	BLCA	WithSecondM	1	6	1	19
SF3B1_FBXW7	BLCA	WOSecondM	6	109	12	199
SF3B1_KMT2C	BLCA	WithSecondM	2	21	4	38
SF3B1_KMT2C	BLCA	WOSecondM	5	94	9	180
SF3B1_ERBB3	BLCA	WithSecondM	2	16	3	19
SF3B1_ERBB3	BLCA	WOSecondM	5	99	10	199
SF3B1_CDKN2A	BLCA	WithSecondM	2	3	4	14
SF3B1_CDKN2A	BLCA	WOSecondM	5	112	9	204
SF3B1_DIAPH2	BLCA	WithSecondM	2	5	2	14
SF3B1_DIAPH2	BLCA	WOSecondM	5	110	11	204
SF3B1_KMT2D	BLCA	WithSecondM	2	27	7	54
SF3B1_KMT2D	BLCA	WOSecondM	5	88	6	164
SF3B1_STAG2	BLCA	WithSecondM	1	15	1	33
SF3B1_STAG2	BLCA	WOSecondM	6	100	12	185
SF3B1_RXRA	BLCA	WithSecondM	2	11	1	9
SF3B1_RXRA	BLCA	WOSecondM	5	104	12	209
SF3B1_ZFP36L1	BLCA	WithSecondM	1	8	2	17
