Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
MAP3K1_TP53	CESC	WithSecondM	1	3	1	10
MAP3K1_TP53	CESC	WOSecondM	1	22	2	171
MAP3K1_ARID1A	CESC	WithSecondM	1	1	1	8
MAP3K1_ARID1A	CESC	WOSecondM	1	24	2	173
MAP3K1_NOTCH1	CESC	WithSecondM	1	1	1	14
MAP3K1_NOTCH1	CESC	WOSecondM	1	24	2	167
MAP3K1_CASP8	CESC	WithSecondM	1	4	1	8
MAP3K1_CASP8	CESC	WOSecondM	1	21	2	173
MAP3K1_PTEN	CESC	WithSecondM	1	3	1	14
MAP3K1_PTEN	CESC	WOSecondM	1	22	2	167
MAP3K1_FAT1	CESC	WithSecondM	1	5	1	10
MAP3K1_FAT1	CESC	WOSecondM	1	20	2	171
MAP3K1_PIK3CA	CESC	WithSecondM	1	9	2	51
MAP3K1_PIK3CA	CESC	WOSecondM	1	16	1	130
MAP3K1_POLRMT	CESC	WithSecondM	1	2	1	4
MAP3K1_POLRMT	CESC	WOSecondM	1	23	2	177
RB1_KMT2C	CESC	WithSecondM	1	3	4	20
RB1_KMT2C	CESC	WOSecondM	1	19	6	115
RB1_ERBB3	CESC	WithSecondM	1	2	1	7
